STATUS OK
GROUP ecdfs count=20
TABLE ecdfs/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Centre-Centre__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4006a09e667f3bcd,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.828|0.500|micron|A|A|Centre-Centre|1
D 4006a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.828|1.000|micron|A|A|Centre-Centre|1
TABLE ecdfs/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Centre-Edge__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4003cc8a99af5453,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|0.500|micron|A|A|Centre-Edge|1
D 4003cc8a99af5453,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|1.000|micron|A|A|Centre-Edge|1
TABLE ecdfs/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Edge-Centre__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4003cc8a99af5453,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|0.500|micron|A|A|Edge-Centre|1
D 4003cc8a99af5453,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.475|1.000|micron|A|A|Edge-Centre|1
TABLE ecdfs/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Edge-Edge__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000f876ccdf6cd9,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.121|0.500|micron|A|A|Edge-Edge|1
D 4000f876ccdf6cd9,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.121|1.000|micron|A|A|Edge-Edge|1
TABLE ecdfs/A_to_A__0dff87bd5345f9346ebb4391c24b074b880f956ee99522041db685926a596ab4__Surface-Contact__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|0.500|micron|A|A|Surface-Contact|1
D 0000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|1.000|micron|A|A|Surface-Contact|1
TABLE ecdfs/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Centre-Centre__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fe6a09e667f3bcd,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.707|0.500|micron|A|B|Centre-Centre|1
D 4000f876ccdf6cd9,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2.121|1.000|micron|A|B|Centre-Centre|1
TABLE ecdfs/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Centre-Edge__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.500|micron|A|B|Centre-Edge|1
D 3ffc48c6001f0ac0,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.768|1.000|micron|A|B|Centre-Edge|1
TABLE ecdfs/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Edge-Centre__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|0.500|micron|A|B|Edge-Centre|1
D 3ffc48c6001f0ac0,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.768|1.000|micron|A|B|Edge-Centre|1
TABLE ecdfs/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Edge-Edge__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.000|0.500|micron|A|B|Edge-Edge|1
D 3ff6a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 1.414|1.000|micron|A|B|Edge-Edge|1
TABLE ecdfs/A_to_B__b6e53f3b2654d05b5489d2ac9163933038e4e1aaeee786f0c095833a982da635__Surface-Contact__NN1 rows=2 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3fe0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|0.500|micron|A|B|Surface-Contact|1
D 4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2|1.000|micron|A|B|Surface-Contact|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Centre__NN1 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fe6a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.707|1|micron|B|A|Centre-Centre|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Centre__NN2 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000f876ccdf6cd9,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 2.121|1|micron|B|A|Centre-Centre|2
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Edge__NN1 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|1|micron|B|A|Centre-Edge|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Centre-Edge__NN2 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ffc48c6001f0ac0,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.768|1|micron|B|A|Centre-Edge|2
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Centre__NN1 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3fd6a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0.354|1|micron|B|A|Edge-Centre|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Centre__NN2 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ffc48c6001f0ac0,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.768|1|micron|B|A|Edge-Centre|2
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Edge__NN1 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 0|1|micron|B|A|Edge-Edge|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Edge-Edge__NN2 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 3ff6a09e667f3bcd,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 1.414|1|micron|B|A|Edge-Edge|2
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Surface-Contact__NN1 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 4000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000
S 2|1|micron|B|A|Surface-Contact|1
TABLE ecdfs/B_to_A__16a34077b266b7029f1a448bcd0e94d28ca4fda7c11e8c87a291def15189290e__Surface-Contact__NN2 rows=1 cols=7
H Value|ECDF|Unit|Source_Channel|Target_Channel|Mode|Rank
D 0000000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4000000000000000
S 0|1|micron|B|A|Surface-Contact|2
GROUP curves count=18
TABLE curves/A__K__7ccbfc9e54867f8b1bb058ffb888fcf2d1c1c09c7712ca102e5e503cac6798af rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,0000000000000000,3fdc463abeccb2bb,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|0|0.442|0|0.000|9|0.200|1|NO|OK|micron|micron^2|9|2024|1|OK|10|A||K
D 3fe8000000000000,0000000000000000,3ffc463abeccb2bb,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|0|1.767|0|0.000|9|0.200|1|NO|OK|micron|micron^2|9|2024|1|OK|10|A||K
D 3ff2000000000000,0000000000000000,400fcf0216a64912,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|0|3.976|0|0.000|9|0.200|1|NO|OK|micron|micron^2|9|2024|1|OK|10|A||K
D 3ff8000000000000,0000000000000000,401c463abeccb2bb,0000000000000000,40481414b06ab0b8,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|0|7.069|0|48.157|9|0.200|1|NO|OK|micron|micron^2|9|2024|1|OK|10|A||K
TABLE curves/B__K__d260fc938b83e923bc7f1f14fa4b5be76c38d47f287a2f1c113d280b2d94b2b9 rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,7ff8000000000000,3fdc463abeccb2bb,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|NaN|0.442|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron^2|9|2024|NaN|INSUFFICIENT_POINTS|0|B||K
D 3fe8000000000000,7ff8000000000000,3ffc463abeccb2bb,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|NaN|1.767|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron^2|9|2024|NaN|INSUFFICIENT_POINTS|0|B||K
D 3ff2000000000000,7ff8000000000000,400fcf0216a64912,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|NaN|3.976|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron^2|9|2024|NaN|INSUFFICIENT_POINTS|0|B||K
D 3ff8000000000000,7ff8000000000000,401c463abeccb2bb,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|NaN|7.069|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron^2|9|2024|NaN|INSUFFICIENT_POINTS|0|B||K
TABLE curves/A__L__b23955c0fb100b2dfce510ce8d86ad636a0d8a780d4f4eba423ac53c26af1f3f rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,0000000000000000,3fd8000000000000,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|0|0.375|0|0.000|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L
D 3fe8000000000000,0000000000000000,3fe8000000000000,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|0|0.750|0|0.000|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L
D 3ff2000000000000,0000000000000000,3ff2000000000000,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|0|1.125|0|0.000|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L
D 3ff8000000000000,0000000000000000,3ff8000000000000,0000000000000000,400f5255be30fa34,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|0|1.500|0|3.915|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L
TABLE curves/B__L__18ed6167db4908a128fea0ea34036f9f1643e96c64093ebd472ed080266ad21b rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,7ff8000000000000,3fd8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|NaN|0.375|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L
D 3fe8000000000000,7ff8000000000000,3fe8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|NaN|0.750|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L
D 3ff2000000000000,7ff8000000000000,3ff2000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|NaN|1.125|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L
D 3ff8000000000000,7ff8000000000000,3ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|NaN|1.500|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L
TABLE curves/A__L_MINUS_R__a360ba30f9a1dc024c426c3e15c82638df7570a9beaf52166c2da0740cf48201 rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,bfd8000000000000,0000000000000000,bfd8000000000000,bfd8000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|-0.375|0|-0.375|-0.375|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L_MINUS_R
D 3fe8000000000000,bfe8000000000000,0000000000000000,bfe8000000000000,bfe8000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|-0.750|0|-0.750|-0.750|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L_MINUS_R
D 3ff2000000000000,bff2000000000000,0000000000000000,bff2000000000000,bff2000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|-1.125|0|-1.125|-1.125|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L_MINUS_R
D 3ff8000000000000,bff8000000000000,0000000000000000,bff8000000000000,40035255be30fa34,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|-1.500|0|-1.500|2.415|9|0.200|1|NO|OK|micron|micron|9|2024|1|OK|10|A||L_MINUS_R
TABLE curves/B__L_MINUS_R__4a5d6b3ab8101e001ecc0b95fa05f2b52684ca3aca8668b488c0051299c3bd98 rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|NaN|0|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L_MINUS_R
D 3fe8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|NaN|0|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L_MINUS_R
D 3ff2000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|NaN|0|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L_MINUS_R
D 3ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|NaN|0|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|micron|9|2024|NaN|INSUFFICIENT_POINTS|0|B||L_MINUS_R
TABLE curves/A__G__cef3837e84bf08a61a63a10c291ae198600c86143b754282ae80a043750276a4 rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,0000000000000000,3f98d3aabc878be0,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|0|0.024|0|0|9|0.200|1|NO|OK|micron|dimensionless|9|2024|1|OK|10|A||G
D 3fe8000000000000,0000000000000000,3fb7f03db6c6a418,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.750|0|0.094|0|0|9|0.200|1|NO|OK|micron|dimensionless|9|2024|1|OK|10|A||G
D 3ff2000000000000,0000000000000000,3fc95e8af7cf0684,0000000000000000,0000000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.125|0|0.198|0|0|9|0.200|1|NO|OK|micron|dimensionless|9|2024|1|OK|10|A||G
D 3ff8000000000000,0000000000000000,3fd4c9001ceca750,0000000000000000,3ff0000000000000,4022000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,4024000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 1.500|0|0.325|0|1|9|0.200|1|NO|OK|micron|dimensionless|9|2024|1|OK|10|A||G
TABLE curves/B__G__1b1bc5c9e170fba25dacea18ffb96df7030f9eb6b12242a6d503f1368756288e rows=4 cols=20
H Radius|Observed|CSR_Expectation|Envelope_Lower|Envelope_Upper|Envelope_N|Envelope_Level|Envelope_Rank|Saturated|Envelope_Status|Radius_Unit|Value_Unit|Simulations|Seed|Global_P|Status|Global_Rank_N|Source_Channel|Target_Channel|Function
D 3fd8000000000000,7ff8000000000000,3f88faaa11c69ac0,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S 0.375|NaN|0.012|NaN|NaN|0|0.200|1|NO|NO_VALID_SIMULATIONS|micron|dimensionless|9|2024|NaN|INSUFFICIENT_POINTS|0|B||G
D 3fe8000000000000,7ff8000000000000,3fa8869edbbfc9c0,7ff8000000000000,7ff8000000000000,0000000000000000,3fc999999999999a,3ff0000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,4022000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
